Date,Open,High,Low,Close,Adj Close,Volume
08-04-2020,45,47.900002,44.25,45.599998,45.599998,1253267
09-04-2020,46.799999,48.799999,46.5,48,48,1530171
13-04-2020,48,48.25,44.400002,46.25,46.25,1271928
15-04-2020,46.900002,50.900002,46.049999,48.049999,48.049999,2663240
16-04-2020,47.25,53.400002,47.099998,52.349998,52.349998,2740266
17-04-2020,55.900002,56.299999,53.25,55.099998,55.099998,3435577
20-04-2020,55.099998,55.75,53.099998,53.549999,53.549999,1495556
21-04-2020,50.5,51.799999,49.25,50.200001,50.200001,1606168
22-04-2020,49.599998,50.200001,48.400002,49.5,49.5,1098050
23-04-2020,49.400002,51.75,49.400002,49.950001,49.950001,1346446
24-04-2020,49.299999,49.349998,46.799999,47.049999,47.049999,1756965
27-04-2020,47.200001,50.700001,47.200001,48.349998,48.349998,2488169
28-04-2020,48.849998,51.200001,48.299999,50.650002,50.650002,2221250
29-04-2020,50.900002,52,49.549999,49.900002,49.900002,2070740
30-04-2020,51,51.75,49.799999,49.950001,49.950001,2391050
04-05-2020,48,48.150002,45.299999,45.799999,45.799999,2171864
05-05-2020,46.650002,47.400002,44,44.400002,44.400002,1937201
06-05-2020,44.650002,45.299999,43.299999,44.349998,44.349998,1648698
07-05-2020,44.349998,45.25,43.599998,43.799999,43.799999,1306957
08-05-2020,44.299999,44.75,42.849998,43.099998,43.099998,1485426
11-05-2020,43.5,44,42.549999,42.700001,42.700001,1254592
12-05-2020,42.200001,42.799999,41.200001,42.400002,42.400002,1468963
13-05-2020,45.299999,45.700001,43.400002,44.150002,44.150002,2017803
14-05-2020,44.200001,45.900002,43.599998,44.599998,44.599998,1874720
15-05-2020,45,45,43.5,44.25,44.25,992909
18-05-2020,44.700001,44.700001,41.650002,41.950001,41.950001,1030409
19-05-2020,42.200001,43.450001,42,42.799999,42.799999,852336
20-05-2020,43,44.349998,42.099998,44.049999,44.049999,1993765
21-05-2020,44,44.900002,42.75,43.200001,43.200001,3051519
22-05-2020,42.75,43.5,41.5,42,42,4299341
26-05-2020,42.200001,45.700001,41.549999,45.099998,45.099998,16184187
27-05-2020,44.849998,45.049999,43.400002,44.299999,44.299999,6867559
28-05-2020,44.700001,45.549999,44,44.299999,44.299999,2153595
29-05-2020,45.200001,48.200001,44.5,45.849998,45.849998,6807435
01-06-2020,46.5,47.75,46.25,46.799999,46.799999,2770007
02-06-2020,47,53.299999,46.599998,51.150002,51.150002,10844512
03-06-2020,52.299999,56.549999,51.299999,53.599998,53.599998,10712653
04-06-2020,53.5,55.400002,51.599998,52.950001,52.950001,4142675
05-06-2020,53.900002,56.650002,53.299999,55.799999,55.799999,5242902
08-06-2020,56.849998,59.599998,55,56.599998,56.599998,7653017
09-06-2020,57.099998,57.200001,53.400002,53.799999,53.799999,3694000
10-06-2020,54.049999,55.799999,53.25,54.75,54.75,2638312
11-06-2020,55.25,58.75,53.799999,55.200001,55.200001,7551282
12-06-2020,53,54.5,52.200001,54.299999,54.299999,2942928
15-06-2020,54.799999,55.75,53.400002,54.75,54.75,2589745
16-06-2020,55.599998,57.099998,51.299999,53,53,5320231
17-06-2020,53,54.049999,52.5,53.099998,53.099998,2353847
18-06-2020,52.200001,55.799999,52.200001,55.150002,55.150002,2825460
19-06-2020,55.599998,58.700001,54.75,55.200001,55.200001,11919937
22-06-2020,55.849998,59.549999,55.400002,57.950001,57.950001,10324813
23-06-2020,59.25,63.75,59,63.200001,63.200001,14794486
24-06-2020,64,65.75,61.799999,63,63,9974524
25-06-2020,62.099998,64.599998,61.849998,63.700001,63.700001,4056806
26-06-2020,64.25,65.900002,63.799999,64.25,64.25,4486559
29-06-2020,63.950001,66.599998,60.150002,65.75,65.75,5130236
30-06-2020,66.400002,66.449997,63,63.299999,63.299999,2345029
01-07-2020,63.599998,65.25,62.5,64.300003,64.300003,2596959
02-07-2020,64.849998,68.449997,64.400002,67.449997,67.449997,8263294
03-07-2020,67.849998,68,65.099998,65.599998,65.599998,3028302
06-07-2020,66,66.699997,65.150002,65.650002,65.650002,1946205
07-07-2020,65.800003,67.099998,64.5,66.349998,66.349998,3938461
08-07-2020,66.550003,66.949997,64.150002,64.449997,64.449997,2801565
09-07-2020,64.599998,65.25,63.75,64.150002,64.150002,1436221
10-07-2020,64.099998,64.099998,62.099998,62.349998,62.349998,1903186
13-07-2020,62.5,62.799999,59.599998,60.25,60.25,2696884
14-07-2020,59.900002,60,57.599998,57.950001,57.950001,2148681
15-07-2020,58.5,59.299999,57.25,57.549999,57.549999,1738316
16-07-2020,57.700001,58.299999,55.75,57.849998,57.849998,1479655
17-07-2020,57.849998,59.799999,57.599998,59.349998,59.349998,1957932
20-07-2020,59.450001,63.349998,59.349998,61.799999,61.799999,4800778
21-07-2020,62.349998,62.450001,60.25,60.450001,60.450001,1933332
22-07-2020,60.25,60.849998,58.599998,59.200001,59.200001,2031956
23-07-2020,59,60.200001,58.5,59.200001,59.200001,1428887
24-07-2020,58.900002,60.450001,58.400002,58.849998,58.849998,1474891
27-07-2020,58.900002,59.099998,57.150002,57.349998,57.349998,1650930
28-07-2020,57.650002,58,56.299999,56.650002,56.650002,1398942
29-07-2020,56.549999,57.75,56.450001,56.700001,56.700001,2099830
30-07-2020,57.150002,57.400002,55.200001,55.5,55.5,1306737
31-07-2020,55.599998,55.75,54,54.099998,54.099998,1656358
03-08-2020,53.200001,55.650002,53,55.400002,55.400002,1831253
04-08-2020,55.75,59.200001,55.5,58.5,58.5,4102972
05-08-2020,59,59.900002,58.049999,58.349998,58.349998,1985983
06-08-2020,58.700001,59.150002,56.799999,58.150002,58.150002,2580986
07-08-2020,58.5,59.75,57.900002,59.150002,59.150002,2653615
10-08-2020,60.150002,60.900002,59.150002,59.450001,59.450001,2695229
11-08-2020,59.849998,60.700001,58.5,59.049999,59.049999,1994912
